key,fare_amount
2015-01-27 13:08:24.0000002,11.344520620467847
2015-01-27 13:08:24.0000003,9.653365231905127
2011-10-08 11:53:44.0000002,8.826912238783962
2012-12-01 21:12:12.0000002,10.637937289172442
2012-12-01 21:12:12.0000003,11.07794836106541
2012-12-01 21:12:12.0000005,10.877314856147905
2011-10-06 12:10:20.0000001,11.642195941775526
2011-10-06 12:10:20.0000003,36.66618610036721
2011-10-06 12:10:20.0000002,9.448025062025863
2014-02-18 15:22:20.0000002,11.494970703867011
2014-02-18 15:22:20.0000003,8.613598291938843
2014-02-18 15:22:20.0000001,10.658623098542648
2010-03-29 20:20:32.0000002,6.852983591831389
2010-03-29 20:20:32.0000001,8.895301456636844
2011-10-06 03:59:12.0000002,8.15380249379723
2011-10-06 03:59:12.0000001,10.38568618269369
2012-07-15 16:45:04.0000006,8.421170899565595
2012-07-15 16:45:04.0000002,11.478193472952853
2012-07-15 16:45:04.0000003,10.045845219602143
2012-07-15 16:45:04.0000004,10.365754382491332
2014-10-29 02:09:56.0000001,21.661159326837378
2014-06-14 13:39:00.00000010,12.346954590606174
2014-06-14 13:39:00.00000060,9.77923664300306
2014-06-14 13:39:00.00000087,10.85889889344071
2014-06-14 13:39:00.00000050,11.793031295526589
2014-06-14 13:39:00.0000003,11.331673098932242
2014-06-14 13:39:00.000000158,37.414153295335154
2014-06-14 13:39:00.00000015,11.731784862863606
2014-06-14 13:39:00.00000073,12.73285653894959
2014-06-14 13:39:00.00000077,10.519199177424753
2014-06-14 13:39:00.000000145,13.351355806449419
2014-06-14 13:39:00.00000079,9.310684747584673
2014-06-14 13:39:00.000000121,12.52703392512558
2014-06-14 13:39:00.00000021,12.332620528143707
2014-06-14 13:39:00.0000005,12.858353583249936
2014-06-14 13:39:00.000000165,9.871301410948945
2014-06-14 13:39:00.000000184,10.779055916642847
2014-06-14 13:39:00.00000059,9.166831415838033
2014-06-14 13:39:00.00000070,9.97995533941662
2014-06-14 13:39:00.00000068,13.21912642039888
2014-06-14 13:39:00.000000133,11.99199393712638
2014-06-14 13:39:00.000000128,10.808789428881028
2014-06-14 13:39:00.000000136,13.174992832981616
2014-06-14 13:39:00.00000017,10.983696752431797
2014-06-14 13:39:00.000000111,10.678193024818484
2014-06-14 13:39:00.000000115,11.88971164134523
2014-06-14 13:39:00.000000168,8.958543109361017
2014-06-14 13:39:00.00000031,12.218561689569697
2014-06-14 13:39:00.000000116,8.709260514815469
2014-06-14 13:39:00.00000051,9.72968330412641
2014-06-14 13:39:00.000000193,11.368143521744287
2014-06-14 13:39:00.000000132,11.135541756791326
2014-06-14 13:39:00.000000167,16.687752524416965
2014-06-14 13:39:00.00000044,11.443307662334291
2014-06-14 13:39:00.000000138,8.510500194610586
2014-06-14 13:39:00.00000066,10.789669682951171
2014-06-14 13:39:00.00000063,13.47900449876306
2014-06-14 13:39:00.000000154,11.560312075288493
2014-06-14 13:39:00.00000097,10.529576738986862
2014-06-14 13:39:00.00000067,11.076671378043784
2014-06-14 13:39:00.000000179,22.2353809497331
2014-06-14 13:39:00.00000092,11.445557787864345
2014-06-14 13:39:00.00000029,9.707738983919626
2014-06-14 13:39:00.000000177,9.743334490369989
2014-06-14 13:39:00.000000192,10.861363925098203
2014-06-14 13:39:00.000000181,12.394354711205324
2014-06-14 13:39:00.000000120,10.43957876679724
2014-06-14 13:39:00.0000008,11.88640529053987
2014-06-14 13:39:00.000000103,9.802223267452064
2014-06-14 13:39:00.00000049,10.341629362510048
2014-06-14 13:39:00.000000108,8.273568067409087
2014-06-14 13:39:00.00000072,11.849387449056167
2014-06-14 13:39:00.000000182,10.952556754059515
2014-06-14 13:39:00.00000061,11.07663195476789
2014-06-14 13:39:00.00000093,10.835621872098272
2014-06-14 13:39:00.000000170,12.647006578802802
2014-06-14 13:39:00.000000147,52.471015823490916
2014-06-14 13:39:00.000000140,11.675386755793397
2014-06-14 13:39:00.000000159,11.70488634285698
2014-06-14 13:39:00.00000012,12.868260010798622
2014-06-14 13:39:00.00000025,9.566688432841147
2014-06-14 13:39:00.000000156,12.635987884707447
2014-06-14 13:39:00.000000152,10.704750634799893
2014-06-14 13:39:00.000000129,9.552467492287406
2014-06-14 13:39:00.000000119,11.78954601330247
2014-06-14 13:39:00.000000118,12.389466481955651
2014-06-14 13:39:00.00000076,10.356895616908105
2014-06-14 13:39:00.000000135,10.116205497339934
2014-06-14 13:39:00.00000023,12.875832797773683
2014-06-14 13:39:00.00000082,11.030255202859507
2014-06-14 13:39:00.000000125,8.627187836484381
2014-06-14 13:39:00.00000075,10.27825424251273
2014-06-14 13:39:00.000000124,9.55272113466799
2014-06-14 13:39:00.000000172,11.091000174887768
2014-06-14 13:39:00.00000024,11.967981748205148
2014-06-14 13:39:00.000000169,12.939931015452203
2014-06-14 13:39:00.00000052,10.467669661141144
2014-06-14 13:39:00.000000161,10.20081670085051
2014-06-14 13:39:00.00000038,10.63485190014444
2014-06-14 13:39:00.00000035,11.652014467846357
2014-06-14 13:39:00.00000053,12.234812389217495
2014-06-14 13:39:00.000000183,14.307832643051142
2014-06-14 13:39:00.000000131,37.16347734046349
2014-06-14 13:39:00.000000180,10.448244203489594
2014-06-14 13:39:00.000000130,9.062890872349271
2014-06-14 13:39:00.00000032,13.016142807395454
2014-06-14 13:39:00.000000148,11.77879347728981
2014-06-14 13:39:00.0000007,9.034907270085569
2014-06-14 13:39:00.00000095,9.130660404102855
2014-06-14 13:39:00.000000144,15.362281687666382
2014-06-14 13:39:00.000000141,47.089069190107466
2014-06-14 13:39:00.000000162,12.041544467049107
2014-06-14 13:39:00.00000018,10.679735204119197
2014-06-14 13:39:00.00000054,12.309558017395148
2014-06-14 13:39:00.00000040,11.780552049153584
2014-06-14 13:39:00.00000096,12.399777505710972
2014-06-14 13:39:00.00000055,16.808745335504682
2014-06-14 13:39:00.000000109,12.69382231451732
2014-06-14 13:39:00.000000151,9.564291607356381
2014-06-14 13:39:00.00000016,11.11977598994963
2014-06-14 13:39:00.00000062,12.915276724570276
2014-06-14 13:39:00.000000191,10.483143026374591
2014-06-14 13:39:00.00000034,12.564859433153742
2014-06-14 13:39:00.000000160,10.518143862579336
2014-06-14 13:39:00.00000013,12.74718825947275
2014-06-14 13:39:00.000000188,7.987026341141473
2014-06-14 13:39:00.00000086,11.737812317681119
2014-06-14 13:39:00.000000185,9.195763275308991
2014-06-14 13:39:00.00000074,8.655958531249325
2014-06-14 13:39:00.00000022,11.313448452484181
2014-06-14 13:39:00.00000036,12.494372641645441
2014-06-14 13:39:00.000000126,12.589782529879813
2014-06-14 13:39:00.000000190,12.176596549517399
2014-06-14 13:39:00.00000042,10.470829504781022
2014-06-14 13:39:00.000000178,8.922472144169433
2014-06-14 13:39:00.000000163,11.440466261320807
2014-06-14 13:39:00.00000020,9.982316358008575
2014-06-14 13:39:00.00000098,11.08647950836962
2014-06-14 13:39:00.000000114,10.318991244283552
2014-06-14 13:39:00.00000045,8.473700706138743
2014-06-14 13:39:00.00000094,12.726234793424965
2014-06-14 13:39:00.000000146,10.334164750203172
2014-06-14 13:39:00.00000033,10.566741624931865
2014-06-14 13:39:00.000000143,9.060234984216322
2014-06-14 13:39:00.000000107,11.374673792275871
2014-06-14 13:39:00.00000048,10.358045221213843
2014-06-14 13:39:00.00000043,12.16675600847475
2014-06-14 13:39:00.000000123,9.073741160452983
2014-06-14 13:39:00.000000134,12.75427606293647
2014-06-14 13:39:00.000000142,11.407388483758268
2014-06-14 13:39:00.000000122,8.810867548822898
2014-06-14 13:39:00.000000176,9.756304901423391
2011-12-12 09:42:12.0000004,8.630885135130711
2011-12-12 09:42:12.0000002,12.341744818764028
2011-12-12 09:42:12.0000001,7.844028505333199
2011-12-12 09:42:12.0000003,7.304147726964402
2011-12-12 09:42:12.0000005,10.735895801115703
2013-06-27 00:20:40.0000001,14.05240883219335
2013-06-27 00:20:40.0000003,11.441038470819876
2009-02-20 13:34:16.0000001,8.553917733513572
2009-02-20 13:34:16.0000002,6.560990312830427
2009-02-20 13:34:16.0000003,8.54620958506257
2010-08-22 21:14:08.0000001,14.642062779031903
2010-08-22 21:14:08.0000005,11.972362318386331
2010-08-22 21:14:08.0000003,7.467086709435534
2010-08-22 21:14:08.0000002,9.397398987744054
2012-08-06 08:58:08.0000002,7.263972003403978
2012-08-06 08:58:08.0000001,13.066045708067577
2013-11-04 08:34:12.0000003,13.217273359908404
2013-11-04 08:34:12.0000001,9.72370694396659
2013-11-04 08:34:12.0000002,11.08463402731968
2011-06-24 20:34:48.0000002,9.075424416427495
2011-06-24 20:34:48.0000001,9.063280680495609
2011-03-28 20:38:36.0000003,8.378210965875951
2011-03-28 20:38:36.0000004,11.772453233775877
2011-03-28 20:38:36.0000002,8.82541481648127
2011-08-14 20:36:28.0000004,6.6746859837264765
2011-08-14 20:36:28.0000001,8.73507308477997
2011-08-14 20:36:28.0000003,18.22248419251582
2011-08-14 20:36:28.0000002,10.628200944471018
