key,fare_amount
2015-01-27 13:08:24.0000002,10.719008
2015-01-27 13:08:24.0000003,11.351537
2011-10-08 11:53:44.0000002,4.8718057
2012-12-01 21:12:12.0000002,8.391089
2012-12-01 21:12:12.0000003,15.470722
2012-12-01 21:12:12.0000005,9.659738
2011-10-06 12:10:20.0000001,5.7951756
2011-10-06 12:10:20.0000003,48.837105
2011-10-06 12:10:20.0000002,11.668828
2014-02-18 15:22:20.0000002,7.5792365
2014-02-18 15:22:20.0000003,9.825552
2014-02-18 15:22:20.0000001,18.370567
2010-03-29 20:20:32.0000002,3.9585896
2010-03-29 20:20:32.0000001,6.8347774
2011-10-06 03:59:12.0000002,7.136339
2011-10-06 03:59:12.0000001,10.484872
2012-07-15 16:45:04.0000006,8.610495
2012-07-15 16:45:04.0000002,8.631709
2012-07-15 16:45:04.0000003,5.0659847
2012-07-15 16:45:04.0000004,6.7398825
2014-10-29 02:09:56.0000001,7.0907993
2014-06-14 13:39:00.00000010,9.695222
2014-06-14 13:39:00.00000060,7.8543873
2014-06-14 13:39:00.00000087,8.112729
2014-06-14 13:39:00.00000050,18.488375
2014-06-14 13:39:00.0000003,6.873155
2014-06-14 13:39:00.000000158,41.246468
2014-06-14 13:39:00.00000015,26.408226
2014-06-14 13:39:00.00000073,6.3161783
2014-06-14 13:39:00.00000077,17.58223
2014-06-14 13:39:00.000000145,10.617194
2014-06-14 13:39:00.00000079,5.7926297
2014-06-14 13:39:00.000000121,5.9401565
2014-06-14 13:39:00.00000021,12.188413
2014-06-14 13:39:00.0000005,8.37915
2014-06-14 13:39:00.000000165,7.3548675
2014-06-14 13:39:00.000000184,6.317546
2014-06-14 13:39:00.00000059,6.2441745
2014-06-14 13:39:00.00000070,8.770571
2014-06-14 13:39:00.00000068,4.4721513
2014-06-14 13:39:00.000000133,19.95397
2014-06-14 13:39:00.000000128,10.741625
2014-06-14 13:39:00.000000136,20.067745
2014-06-14 13:39:00.00000017,11.683513
2014-06-14 13:39:00.000000111,5.3128586
2014-06-14 13:39:00.000000115,11.039617
2014-06-14 13:39:00.000000168,6.392695
2014-06-14 13:39:00.00000031,7.285484
2014-06-14 13:39:00.000000116,6.943044
2014-06-14 13:39:00.00000051,5.6502175
2014-06-14 13:39:00.000000193,13.40655
2014-06-14 13:39:00.000000132,14.907795
2014-06-14 13:39:00.000000167,22.627142
2014-06-14 13:39:00.00000044,6.2253494
2014-06-14 13:39:00.000000138,7.03258
2014-06-14 13:39:00.00000066,15.736221
2014-06-14 13:39:00.00000063,10.879264
2014-06-14 13:39:00.000000154,11.86645
2014-06-14 13:39:00.00000097,14.757071
2014-06-14 13:39:00.00000067,14.542257
2014-06-14 13:39:00.000000179,7.5795135
2014-06-14 13:39:00.00000092,11.207614
2014-06-14 13:39:00.00000029,6.0289555
2014-06-14 13:39:00.000000177,6.308857
2014-06-14 13:39:00.000000192,7.4374046
2014-06-14 13:39:00.000000181,6.2858844
2014-06-14 13:39:00.000000120,11.33464
2014-06-14 13:39:00.0000008,5.1292796
2014-06-14 13:39:00.000000103,4.445601
2014-06-14 13:39:00.00000049,19.184624
2014-06-14 13:39:00.000000108,7.881739
2014-06-14 13:39:00.00000072,6.0302877
2014-06-14 13:39:00.000000182,13.437382
2014-06-14 13:39:00.00000061,6.095044
2014-06-14 13:39:00.00000093,10.259639
2014-06-14 13:39:00.000000170,12.982063
2014-06-14 13:39:00.000000147,50.596706
2014-06-14 13:39:00.000000140,7.4415116
2014-06-14 13:39:00.000000159,5.65418
2014-06-14 13:39:00.00000012,5.138338
2014-06-14 13:39:00.00000025,7.209093
2014-06-14 13:39:00.000000156,5.765748
2014-06-14 13:39:00.000000152,7.7083783
2014-06-14 13:39:00.000000129,10.811909
2014-06-14 13:39:00.000000119,19.55999
2014-06-14 13:39:00.000000118,5.0146003
2014-06-14 13:39:00.00000076,4.6726003
2014-06-14 13:39:00.000000135,7.3209763
2014-06-14 13:39:00.00000023,19.025198
2014-06-14 13:39:00.00000082,10.2695465
2014-06-14 13:39:00.000000125,12.724569
2014-06-14 13:39:00.00000075,10.615451
2014-06-14 13:39:00.000000124,7.190848
2014-06-14 13:39:00.000000172,6.967461
2014-06-14 13:39:00.00000024,15.058447
2014-06-14 13:39:00.000000169,14.283555
2014-06-14 13:39:00.00000052,11.57468
2014-06-14 13:39:00.000000161,14.558784
2014-06-14 13:39:00.00000038,8.586441
2014-06-14 13:39:00.00000035,12.402522
2014-06-14 13:39:00.00000053,12.77895
2014-06-14 13:39:00.000000183,7.174343
2014-06-14 13:39:00.000000131,56.961807
2014-06-14 13:39:00.000000180,7.996646
2014-06-14 13:39:00.000000130,6.7045975
2014-06-14 13:39:00.00000032,5.7755795
2014-06-14 13:39:00.000000148,12.544863
2014-06-14 13:39:00.0000007,10.838427
2014-06-14 13:39:00.00000095,11.429478
2014-06-14 13:39:00.000000144,38.13643
2014-06-14 13:39:00.000000141,35.003372
2014-06-14 13:39:00.000000162,20.251902
2014-06-14 13:39:00.00000018,12.988495
2014-06-14 13:39:00.00000054,10.247353
2014-06-14 13:39:00.00000040,5.9034233
2014-06-14 13:39:00.00000096,6.8445516
2014-06-14 13:39:00.00000055,27.081059
2014-06-14 13:39:00.000000109,9.288321
2014-06-14 13:39:00.000000151,8.179742
2014-06-14 13:39:00.00000016,11.007098
2014-06-14 13:39:00.00000062,11.684296
2014-06-14 13:39:00.000000191,9.506276
2014-06-14 13:39:00.00000034,9.501645
2014-06-14 13:39:00.000000160,7.5749874
2014-06-14 13:39:00.00000013,5.7648416
2014-06-14 13:39:00.000000188,5.6511564
2014-06-14 13:39:00.00000086,8.993768
2014-06-14 13:39:00.000000185,12.023118
2014-06-14 13:39:00.00000074,9.567691
2014-06-14 13:39:00.00000022,19.322731
2014-06-14 13:39:00.00000036,4.9685073
2014-06-14 13:39:00.000000126,5.400242
2014-06-14 13:39:00.000000190,6.598153
2014-06-14 13:39:00.00000042,6.459985
2014-06-14 13:39:00.000000178,7.399761
2014-06-14 13:39:00.000000163,5.1879916
2014-06-14 13:39:00.00000020,13.258426
2014-06-14 13:39:00.00000098,6.4991937
2014-06-14 13:39:00.000000114,22.777597
2014-06-14 13:39:00.00000045,9.8777685
2014-06-14 13:39:00.00000094,4.8485126
2014-06-14 13:39:00.000000146,10.756693
2014-06-14 13:39:00.00000033,9.56623
2014-06-14 13:39:00.000000143,5.9059687
2014-06-14 13:39:00.000000107,7.252593
2014-06-14 13:39:00.00000048,9.302402
2014-06-14 13:39:00.00000043,12.773719
2014-06-14 13:39:00.000000123,9.682551
2014-06-14 13:39:00.000000134,9.278634
2014-06-14 13:39:00.000000142,6.714548
2014-06-14 13:39:00.000000122,11.118275
2014-06-14 13:39:00.000000176,11.206648
2011-12-12 09:42:12.0000004,6.470758
2011-12-12 09:42:12.0000002,3.5458953
2011-12-12 09:42:12.0000001,11.33233
2011-12-12 09:42:12.0000003,6.708711
2011-12-12 09:42:12.0000005,7.7378826
2013-06-27 00:20:40.0000001,18.85464
2013-06-27 00:20:40.0000003,11.922787
2009-02-20 13:34:16.0000001,7.2136536
2009-02-20 13:34:16.0000002,12.280691
2009-02-20 13:34:16.0000003,7.3171554
2010-08-22 21:14:08.0000001,28.211426
2010-08-22 21:14:08.0000005,14.840439
2010-08-22 21:14:08.0000003,4.768
2010-08-22 21:14:08.0000002,6.9100103
2012-08-06 08:58:08.0000002,7.021376
2012-08-06 08:58:08.0000001,20.162853
2013-11-04 08:34:12.0000003,5.9241586
2013-11-04 08:34:12.0000001,10.901669
2013-11-04 08:34:12.0000002,10.864007
2011-06-24 20:34:48.0000002,7.1032314
2011-06-24 20:34:48.0000001,19.104605
2011-03-28 20:38:36.0000003,5.618321
2011-03-28 20:38:36.0000004,8.886655
2011-03-28 20:38:36.0000002,8.137531
2011-08-14 20:36:28.0000004,6.147921
2011-08-14 20:36:28.0000001,6.003943
2011-08-14 20:36:28.0000003,21.205181
2011-08-14 20:36:28.0000002,7.1382375
2015-02-21 15:52:44.0000004,20.398443
2015-02-21 15:52:44.0000003,10.434324
2015-02-21 15:52:44.0000002,20.220709
2015-02-21 15:52:44.0000001,10.414048
2013-01-29 11:29:52.0000001,10.1280365
2014-09-12 19:03:48.0000001,11.503747
2013-11-09 18:52:40.0000004,9.999559
2013-11-09 18:52:40.0000002,12.8141775
2013-04-25 16:10:04.0000001,56.82632
2013-04-25 16:10:04.0000002,8.822799
2013-09-07 14:37:52.0000001,8.322158
2013-09-07 14:37:52.0000002,11.2911
2013-09-07 14:37:52.0000003,5.8184214
2011-05-21 13:16:20.0000004,4.4340186
2011-05-21 13:16:20.0000001,6.368694
2011-05-21 13:16:20.0000003,9.523845
2011-11-25 16:36:24.0000002,6.8776336
2011-11-25 16:36:24.0000001,11.212006
2015-01-31 20:54:04.0000001,6.317448
2010-11-01 23:31:28.0000002,6.2989445
2010-11-01 23:31:28.0000001,7.364481
2010-11-01 23:31:28.0000003,8.654639
2011-03-24 15:57:04.0000003,6.209821
2011-03-24 15:57:04.0000001,7.9448247
2010-05-10 10:37:04.0000005,6.940833
2010-05-10 10:37:04.0000002,5.9796243
2010-05-10 10:37:04.0000003,9.847601
2010-05-10 10:37:04.0000006,8.083764
2012-06-09 16:53:44.0000002,8.813032
2012-08-22 22:39:20.0000003,17.283583
2012-08-22 22:39:20.0000001,4.038557
2012-12-23 02:29:16.0000001,15.107252
2012-06-30 15:55:12.0000004,14.004219
2012-06-30 15:55:12.0000002,6.5212526
2012-06-30 15:55:12.0000003,12.036845
2012-06-30 15:55:12.0000001,5.4083304
2011-10-02 23:36:00.00000056,10.33671
2011-10-02 23:36:00.00000086,14.053346
2011-10-02 23:36:00.00000081,14.2263775
2011-10-02 23:36:00.0000009,4.227189
2011-10-02 23:36:00.00000041,11.613476
2011-10-02 23:36:00.00000091,3.745629
2011-10-02 23:36:00.0000008,10.830121
2011-10-02 23:36:00.00000015,25.72683
2011-10-02 23:36:00.00000014,9.125973
2011-10-02 23:36:00.00000047,7.078985
2011-10-02 23:36:00.00000076,6.7517295
2011-10-02 23:36:00.00000011,6.281956
2011-10-02 23:36:00.00000075,4.911333
2011-10-02 23:36:00.00000035,6.6813383
2011-10-02 23:36:00.00000099,5.0326357
2011-10-02 23:36:00.00000062,7.0681
2011-10-02 23:36:00.00000085,8.410819
2011-10-02 23:36:00.00000043,17.74716
2011-10-02 23:36:00.00000071,10.46502
2011-10-02 23:36:00.00000023,5.4501567
2011-10-02 23:36:00.00000092,5.534995
2011-10-02 23:36:00.00000037,8.681762
2011-10-02 23:36:00.00000083,10.52671
2011-10-02 23:36:00.00000054,11.440118
2011-10-02 23:36:00.00000073,9.220875
2011-10-02 23:36:00.0000005,7.1327147
2011-10-02 23:36:00.00000095,5.289857
2011-10-02 23:36:00.00000088,6.495955
2011-10-02 23:36:00.00000030,6.885492
2011-10-02 23:36:00.0000007,11.554739
2011-10-02 23:36:00.00000013,8.094747
2011-10-02 23:36:00.00000065,24.638905
2011-10-02 23:36:00.00000089,48.339943
2011-10-02 23:36:00.00000096,7.374266
2011-10-02 23:36:00.00000039,9.236144
2011-10-02 23:36:00.00000038,25.341839
2011-10-02 23:36:00.00000067,16.685081
2011-10-02 23:36:00.00000077,10.099292
2011-10-02 23:36:00.00000020,17.434044
2011-10-02 23:36:00.00000063,15.993824
2011-10-02 23:36:00.00000012,8.322517
2011-10-02 23:36:00.00000058,15.258303
2011-10-02 23:36:00.00000026,11.810337
2011-10-02 23:36:00.00000074,20.35565
2011-10-02 23:36:00.00000059,9.871577
2011-10-02 23:36:00.00000090,13.743183
2011-10-02 23:36:00.0000004,30.110538
2011-10-02 23:36:00.0000003,14.625594
2011-10-02 23:36:00.00000021,16.417307
2011-10-02 23:36:00.00000097,8.280595
2011-10-02 23:36:00.00000036,18.043127
2011-10-02 23:36:00.00000024,20.841528
2011-10-02 23:36:00.00000082,48.72463
2011-10-02 23:36:00.000000100,6.872533
2011-10-02 23:36:00.00000040,8.8735285
2011-10-02 23:36:00.00000022,4.2487965
2013-03-21 12:47:28.0000006,11.028991
2013-03-21 12:47:28.0000008,11.695931
2013-03-21 12:47:28.0000003,12.002673
2013-03-21 12:47:28.0000005,7.552299
2013-03-21 12:47:28.0000002,7.9085755
